   0.000000   0.000000   0.000000   0.039473   0.000000
   0.027027  -0.044855  -0.003030  -0.014466   0.043478
   0.122807   0.060773   0.088146   0.086238   0.078124
   0.057031   0.029948   0.066808   0.013513   0.019512
   0.063670  -0.003793  -0.039788  -0.018644  -0.024154
   0.003521   0.050761   0.082873   0.074265   0.049504
  -0.045614  -0.033007   0.002551  -0.009646  -0.028301
   0.058823   0.041719   0.081425  -0.014610   0.014563
   0.000000  -0.019417   0.002353   0.001647  -0.028708
   0.006944  -0.025990   0.007042  -0.041118  -0.024630
   0.010345   0.006353   0.083916   0.010291   0.000000
  -0.030717   0.020202  -0.040860  -0.039049  -0.050505
  -0.003521   0.118812   0.089686   0.060070   0.021276
   0.060071   0.079646   0.028807   0.036666   0.026041
  -0.003333  -0.001025   0.028000   0.028938  -0.010152
   0.055596   0.091282   0.042759   0.059375  -0.015812
   0.051282  -0.007519  -0.041431  -0.016269   0.058510
  -0.060976  -0.043561   0.023576   0.004566  -0.015075
  -0.035714   0.018170  -0.021113  -0.007575  -0.010204
   0.000000  -0.021569  -0.007843   0.088549   0.082474
  -0.006734  -0.015030  -0.086956  -0.021037  -0.019047
   0.000000  -0.017294   0.017316   0.054441   0.033980
   0.030508   0.047619   0.055319  -0.008152   0.032863
   0.023026   0.012846  -0.002016   0.013698  -0.031518
  -0.061093  -0.043902  -0.042424  -0.029729  -0.014084
   0.041096   0.016326   0.048523   0.018105   0.071428
  -0.013158  -0.004016  -0.038229  -0.042407  -0.048888
   0.003333  -0.008065  -0.014992   0.000000  -0.028037
  -0.056478  -0.014228  -0.038627  -0.005714  -0.019607
   0.051899   0.018557   0.066964   0.020302  -0.015000
  -0.013559  -0.029352   0.012552  -0.008571  -0.010152
  -0.037801   0.003252  -0.012397  -0.020172  -0.025641
  -0.021429   0.031466   0.039749   0.016176   0.005263
  -0.014599  -0.024390  -0.010060   0.004341  -0.005235
  -0.014815  -0.020833  -0.091463  -0.007204  -0.015789
   0.011278  -0.017021   0.064877   0.065312   0.026737
  -0.096654  -0.075758  -0.073529  -0.053133  -0.026041
   0.020576   0.058548   0.018141   0.063309   0.016042
   0.088710   0.046460   0.022272   0.004059   0.000000
   0.007407   0.019027   0.045752  -0.008086   0.052631
  -0.022059   0.002075  -0.017272  -0.021739  -0.045000
  -0.031579   0.010352   0.012848  -0.013888   0.010695
